regime,axis,level_db,model,model_short,row_count,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
unseen_speed,sir_db,-10.0,a0_backbone,A0,993,0.39538744485777527,0.012987808100845356,0.43262839879154075,0.012959281322977169
unseen_speed,sir_db,-10.0,a5_vimd_full,A5-VIMD,993,0.45263456188669393,0.013457727588743208,0.4856998992950655,0.016273188984369656
unseen_speed,sir_db,-10.0,cssl_amc_supervised_adaptation,CSSL,993,0.3769921288107894,0.011796000851300517,0.3782477341389728,0.012077130216458605
unseen_speed,sir_db,-10.0,mcldnn_reimplementation,MCLDNN,993,0.48701653694114605,0.01838173080826805,0.5033232628398793,0.016062358136859523
unseen_speed,sir_db,-10.0,iqformer_inspired,IQFormer,993,0.5134811940467381,0.014433651718536472,0.5362537764350453,0.011688811914387504
unseen_speed,sir_db,-5.0,a0_backbone,A0,1021,0.41293652354369453,0.008068643453686122,0.4337904015670911,0.009678827180749527
unseen_speed,sir_db,-5.0,a5_vimd_full,A5-VIMD,1021,0.46239416108319026,0.006902624296400045,0.48511263467189025,0.007957612357956634
unseen_speed,sir_db,-5.0,cssl_amc_supervised_adaptation,CSSL,1021,0.4108150932056736,0.006133668525405669,0.403232125367287,0.006038506530084821
unseen_speed,sir_db,-5.0,mcldnn_reimplementation,MCLDNN,1021,0.5203912939572625,0.01162862916323315,0.5285014691478942,0.010671364219534064
unseen_speed,sir_db,-5.0,iqformer_inspired,IQFormer,1021,0.5478734893588512,0.018556029990929254,0.5594515181194908,0.01744012331328473
unseen_speed,sir_db,0.0,a0_backbone,A0,996,0.4654898386853968,0.013526746547701918,0.5016064257028112,0.01254194284317272
unseen_speed,sir_db,0.0,a5_vimd_full,A5-VIMD,996,0.49301026783305657,0.008701073659848211,0.5278112449799197,0.008266466676144687
unseen_speed,sir_db,0.0,cssl_amc_supervised_adaptation,CSSL,996,0.49125781058148005,0.00987782898238733,0.49678714859437745,0.010749173519735354
unseen_speed,sir_db,0.0,mcldnn_reimplementation,MCLDNN,996,0.5973575772534688,0.015494349612975826,0.622991967871486,0.007838044463608014
unseen_speed,sir_db,0.0,iqformer_inspired,IQFormer,996,0.6370570807577044,0.012767846511359924,0.6592369477911647,0.010826006221770134
unseen_speed,sir_db,5.0,a0_backbone,A0,1014,0.46807916723130505,0.009767512434795206,0.49181459566074953,0.01040629950800119
unseen_speed,sir_db,5.0,a5_vimd_full,A5-VIMD,1014,0.5005088797831215,0.011601957512655275,0.5220907297830375,0.010500887729923879
unseen_speed,sir_db,5.0,cssl_amc_supervised_adaptation,CSSL,1014,0.5211576378948128,0.009050375982419841,0.5225838264299802,0.009833951098270755
